incident_id,year,month,day_of_week,season,time_of_day,country,area_type,population_density_per_sqkm,crime_type,crime_severity_score,victim_count,victim_gender,victim_age_group,injuries_reported,fatalities,financial_loss_usd,weapon_used,suspect_status,case_status,reporting_method,response_time_minutes,officers_assigned,investigation_duration_days,repeat_offender,gang_related,drug_related,cctv_coverage,lighting_condition,prior_incidents_same_location,safety_index,crime_resolved
CRM0000104,2023,1,Sunday,Winter,Afternoon (12pm-6pm),Brazil,Rural,124,Arson,9.9,4,Male,56-65,3,0,395.43,,Convicted,Open - Cold Case,Online Portal,21.1,6,81,No,Unknown,Yes,Partial Coverage,Partially Lit,3,43.9,No
CRM0000105,2024,9,Saturday,Summer,Afternoon (12pm-6pm),Australia,Rural,49,Cybercrime,4.4,2,Female,26-35,1,0,97.85,Vehicle,Arrested,Closed - Solved,Community Report,35.2,2,265,No,Yes,No,No Coverage,Poorly Lit,1,71.3,Yes
CRM0000106,2022,12,Friday,Spring,Afternoon (12pm-6pm),Brazil,,1081,Assault,3.8,1,Male,18-25,0,0,211.1,Vehicle,Arrested,Closed - Solved,Online Portal,35.1,3,7,Yes,No,No,Partial Coverage,Partially Lit,3,53.1,Yes
CRM0000107,2021,5,Saturday,Winter,Evening (6pm-10pm),Brazil,Rural,81,Robbery,8.1,1,Male,18-25,0,0,121.95,Chemical,Arrested,Open - Cold Case,Anonymous Tip,17.9,2,51,No,No,No,Partial Coverage,Poorly Lit,4,62.0,No
CRM0000108,2021,10,Thursday,Summer,Evening (6pm-10pm),Nigeria,Urban,1558,Fraud,8.7,1,Female,36-45,0,0,952.27,,At Large,Closed - Solved,Police Station,32.1,5,92,No,No,Yes,Partial Coverage,Well Lit,4,29.7,Yes
CRM0000109,2022,2,Thursday,Summer,Night (10pm-2am),India,Urban,1650,Drug Offense,6.5,1,Female,46-55,1,0,257.54,Firearm,Unknown,Open - Active,Community Report,65.1,4,37,No,No,No,Partial Coverage,Well Lit,5,61.0,No
CRM0000110,2024,1,Friday,Autumn,Afternoon (12pm-6pm),Australia,Urban,1384,Domestic Violence,3.7,2,Male,36-45,0,0,59.17,Firearm,Unknown,Open - Cold Case,Police Station,29.1,5,77,No,,No,Partial Coverage,Well Lit,4,51.9,No
CRM0000111,2021,9,Friday,Summer,Evening (6pm-10pm),UK,Urban,2414,Assault,5.2,2,Male,65+,0,0,238.14,Blunt Object,Arrested,Pending Trial,Emergency Call,59.1,3,39,No,Yes,Yes,Partial Coverage,Well Lit,1,53.2,Yes
CRM0000112,2023,10,Wednesday,Spring,Night (10pm-2am),France,Urban,3326,Assault,6.9,1,Male,18-25,2,0,57.69,Knife,Unknown,Pending Trial,Police Station,39.3,2,19,Unknown,No,Unknown,No Coverage,Well Lit,6,40.5,Yes
CRM0000113,2024,11,Wednesday,Winter,Evening (6pm-10pm),Turkey,Rural,55,Domestic Violence,2.4,2,Male,26-35,0,0,77.87,,At Large,Open - Active,Emergency Call,40.3,2,42,No,No,Yes,Partial Coverage,Poorly Lit,1,69.2,No
CRM0000114,2025,4,Monday,Autumn,Morning (6am-12pm),Australia,Suburban,537,Arson,6.4,3,Male,65+,0,0,259.04,Knife,Arrested,Closed - Solved,Emergency Call,25.5,3,80,No,Unknown,No,Partial Coverage,Partially Lit,4,44.9,Yes
CRM0000115,2024,4,Sunday,Winter,Night (10pm-2am),Canada,Suburban,589,Assault,6.2,2,Male,36-45,0,0,110.28,Firearm,Under Investigation,Open - Active,Police Station,37.5,1,9,No,No,No,No Coverage,No Lighting,3,42.5,No
CRM0000116,2021,4,Sunday,Winter,Morning (6am-12pm),Germany,Remote,13,Cybercrime,4.5,2,Male,36-45,0,0,53.34,,Arrested,Pending Trial,Police Station,5.9,3,24,Unknown,Unknown,No,Full Coverage,Poorly Lit,1,84.8,Yes
CRM0000117,2024,10,Saturday,Autumn,Night (10pm-2am),India,Suburban,274,Robbery,6.4,2,Female,Under 18,1,0,694.76,Vehicle,Arrested,Open - Active,Community Report,22.4,2,50,No,No,No,Partial Coverage,Partially Lit,4,42.5,No
CRM0000118,2023,8,Saturday,Summer,Morning (6am-12pm),India,Urban,844,Cybercrime,3.9,1,Unknown,18-25,0,0,21.82,Firearm,At Large,Closed - Unsolved,Police Station,22.8,2,8,Yes,No,No,Full Coverage,Well Lit,1,68.5,No
CRM0000119,2024,1,Saturday,Autumn,Afternoon (12pm-6pm),India,Suburban,274,Theft,6.3,4,Male,26-35,1,0,89145.13,Vehicle,Acquitted,Closed - Solved,Police Station,26.7,1,112,No,No,No,Partial Coverage,Well Lit,3,59.8,Yes
CRM0000120,2025,5,Saturday,Spring,Morning (6am-12pm),Australia,,5330,Fraud,4.1,2,Male,46-55,0,0,401.28,Firearm,Unknown,Closed - Unsolved,Police Station,23.2,5,21,Yes,No,No,Full Coverage,Well Lit,4,54.3,No
CRM0000121,2025,10,Thursday,Autumn,Evening (6pm-10pm),Australia,Urban,2190,Burglary,7.5,2,Male,65+,2,0,838.13,Firearm,Under Investigation,Pending Trial,Police Station,46.4,3,13,Yes,No,No,Partial Coverage,Poorly Lit,5,49.6,Yes
CRM0000122,2022,6,Thursday,Summer,Morning (6am-12pm),Pakistan,Suburban,278,Murder,5.6,1,Male,36-45,0,0,982.83,Vehicle,Under Investigation,Closed - Unsolved,Emergency Call,39.2,3,46,No,Yes,No,Full Coverage,Partially Lit,3,59.7,No
CRM0000123,2022,9,Sunday,Spring,Night (10pm-2am),Nigeria,,326,Cybercrime,3.5,1,Female,18-25,0,0,133.36,,At Large,Closed - Unsolved,Police Station,52.0,2,9,No,Unknown,Yes,No Coverage,No Lighting,1,59.6,No
CRM0000124,2023,7,Monday,Winter,Night (10pm-2am),Pakistan,,2534,Robbery,2.5,1,Female,36-45,0,0,222.16,,At Large,Open - Cold Case,Anonymous Tip,37.9,1,22,No,No,Unknown,Partial Coverage,Well Lit,3,61.0,No
CRM0000125,2025,7,Thursday,Spring,Night (10pm-2am),India,Rural,151,Theft,3.3,1,Female,36-45,0,0,137.92,Firearm,At Large,Open - Cold Case,Online Portal,6.2,3,11,Yes,No,No,Full Coverage,Poorly Lit,0,68.2,No
CRM0000126,2025,4,Tuesday,Winter,Night (10pm-2am),USA,Suburban,183,Drug Offense,7.0,2,Male,36-45,0,0,797.82,,Under Investigation,Closed - Solved,Emergency Call,17.2,4,65,Yes,Unknown,No,Partial Coverage,No Lighting,1,31.4,Yes
CRM0000127,2023,2,Sunday,Winter,Afternoon (12pm-6pm),Nigeria,Urban,1221,Theft,2.5,1,Male,56-65,0,0,4.97,,At Large,Closed - Unsolved,Emergency Call,55.7,2,5,Yes,No,No,Partial Coverage,Partially Lit,3,75.6,No
CRM0000128,2024,5,Wednesday,Summer,Afternoon (12pm-6pm),France,,2610,Theft,8.8,2,Female,18-25,0,0,497.37,Firearm,Under Investigation,Closed - Solved,Police Station,14.2,8,47,No,Unknown,No,Full Coverage,Well Lit,3,66.5,Yes
CRM0000129,2021,5,Wednesday,Winter,Evening (6pm-10pm),Brazil,Urban,7329,Theft,1.9,1,Female,Under 18,0,0,97.56,,Convicted,Open - Active,Emergency Call,49.9,5,23,No,No,No,Full Coverage,Well Lit,7,57.0,No
CRM0000130,2024,4,Sunday,Summer,Night (10pm-2am),Germany,Suburban,195,Vandalism,6.5,3,Male,46-55,0,0,552.02,Knife,Arrested,Open - Active,Anonymous Tip,29.0,3,103,No,No,No,Partial Coverage,Poorly Lit,4,40.3,No
CRM0000131,2023,4,Tuesday,Spring,Evening (6pm-10pm),Pakistan,Remote,9,Arson,5.8,1,Female,26-35,0,0,97.56,,Under Investigation,Closed - Solved,Police Station,2.8,6,8,No,No,No,Full Coverage,Partially Lit,2,85.8,Yes
CRM0000132,2025,11,Wednesday,Autumn,Night (10pm-2am),Indonesia,Urban,1032,Vandalism,6.7,3,Male,65+,3,0,765.67,,Arrested,Closed - Unsolved,Anonymous Tip,202.1,1,35,No,No,No,No Coverage,Well Lit,2,24.6,No
CRM0000133,2025,12,Saturday,Autumn,Evening (6pm-10pm),Mexico,Urban,4584,Sexual Assault,7.0,1,Female,26-35,0,0,1410.22,Unknown,At Large,Open - Active,Police Station,52.4,4,42,No,Unknown,No,Partial Coverage,Well Lit,3,64.0,No
CRM0000134,2023,6,Friday,Spring,Late Night (2am-6am),India,Urban,1200,Fraud,4.1,1,Male,26-35,2,0,25.47,Unknown,At Large,Closed - Unsolved,Police Station,27.1,2,20,No,Unknown,No,Partial Coverage,Well Lit,1,70.8,No
CRM0000135,2021,7,Tuesday,Autumn,Evening (6pm-10pm),USA,Urban,6602,Drug Offense,7.7,2,Male,56-65,4,0,1930.54,,At Large,Open - Active,Online Portal,40.9,5,257,No,Yes,Unknown,Full Coverage,Well Lit,4,48.8,No
CRM0000136,2021,1,Friday,Autumn,Late Night (2am-6am),USA,Urban,7042,Assault,8.0,3,Male,56-65,1,0,11763.72,Firearm,At Large,Open - Cold Case,Online Portal,30.7,4,102,Yes,No,Unknown,Full Coverage,Well Lit,3,51.4,No
CRM0000137,2023,8,Thursday,Autumn,Late Night (2am-6am),Canada,Suburban,184,Assault,6.6,1,Male,26-35,0,1,223.78,Knife,At Large,Open - Cold Case,Online Portal,19.9,2,15,No,Unknown,No,Partial Coverage,Well Lit,1,56.7,No
CRM0000138,2022,7,Saturday,Summer,Night (10pm-2am),Germany,Rural,58,Theft,3.9,1,Female,36-45,0,0,159.58,Vehicle,Under Investigation,Open - Active,Online Portal,29.3,2,11,Unknown,No,No,Partial Coverage,Partially Lit,1,73.9,No
CRM0000139,2024,5,Saturday,Summer,Evening (6pm-10pm),Brazil,,60,Extortion,3.3,2,Female,18-25,0,0,205.01,Firearm,At Large,Open - Cold Case,Police Station,6.1,4,11,No,No,No,Full Coverage,Poorly Lit,1,83.2,No
CRM0000140,2021,7,Friday,Autumn,Morning (6am-12pm),UK,Urban,1240,Theft,4.2,1,Unknown,18-25,0,0,42.32,,At Large,Open - Cold Case,Police Station,18.0,2,14,No,No,No,Partial Coverage,Partially Lit,4,81.8,No
CRM0000141,2024,2,Sunday,Summer,Night (10pm-2am),Pakistan,Urban,1682,Kidnapping,6.4,5,Female,26-35,4,0,1076.64,Blunt Object,At Large,Open - Active,Police Station,36.9,5,23,Yes,No,No,Partial Coverage,Partially Lit,3,38.2,No
CRM0000142,2021,1,Saturday,Summer,Night (10pm-2am),Australia,Urban,793,Theft,4.3,1,Female,46-55,0,0,54.74,Knife,Arrested,Open - Cold Case,Emergency Call,27.2,3,22,Unknown,No,No,Full Coverage,Partially Lit,4,70.1,No
CRM0000143,2022,10,Tuesday,Summer,Evening (6pm-10pm),USA,Rural,131,Murder,6.7,1,Male,Under 18,0,0,81.41,Knife,Arrested,Open - Cold Case,Emergency Call,9.3,4,19,Yes,Yes,No,Full Coverage,Well Lit,1,72.0,No
CRM0000144,2025,4,Friday,Autumn,Evening (6pm-10pm),USA,Urban,750,Vandalism,5.4,1,Unknown,26-35,2,0,175.46,,Under Investigation,Open - Active,Emergency Call,24.0,4,23,No,No,No,Partial Coverage,Poorly Lit,4,57.5,No
CRM0000145,2024,9,Monday,Winter,Evening (6pm-10pm),France,Rural,43,Assault,6.6,1,Male,36-45,0,0,37.13,Knife,Acquitted,Open - Cold Case,Police Station,29.3,1,44,No,No,No,No Coverage,Well Lit,1,75.3,No
CRM0000146,2024,6,Sunday,Spring,Morning (6am-12pm),Germany,Rural,54,Drug Offense,3.9,1,Male,26-35,0,0,124.33,Unknown,Arrested,Open - Cold Case,Emergency Call,15.0,1,6,Yes,No,Unknown,Partial Coverage,No Lighting,1,82.7,No
CRM0000147,2025,9,Monday,Summer,Late Night (2am-6am),Brazil,,221,Cybercrime,8.1,3,Male,46-55,3,0,746.46,Firearm,Arrested,Closed - Unsolved,Emergency Call,7.1,2,35,No,No,No,Partial Coverage,Poorly Lit,3,52.8,No
CRM0000148,2022,3,Monday,Summer,Morning (6am-12pm),UK,Remote,33,Kidnapping,4.5,2,Female,26-35,0,0,77.8,Blunt Object,Arrested,Closed - Solved,Police Station,12.6,3,8,No,No,No,Partial Coverage,Well Lit,3,76.6,Yes
CRM0000149,2024,2,Thursday,Autumn,Evening (6pm-10pm),USA,Suburban,331,Burglary,6.7,3,Unknown,46-55,3,0,7627.58,,Arrested,Open - Active,Police Station,23.2,5,74,No,Unknown,Yes,Full Coverage,Partially Lit,2,57.6,No
CRM0000150,2023,3,Saturday,Autumn,Afternoon (12pm-6pm),USA,Suburban,258,Robbery,2.6,2,Male,26-35,0,0,1378.55,Firearm,Arrested,Pending Trial,Anonymous Tip,25.2,4,16,No,Unknown,No,Full Coverage,Partially Lit,2,38.6,Yes
CRM0000151,2023,2,Monday,Spring,Evening (6pm-10pm),India,Urban,1585,Theft,6.2,1,Male,56-65,0,0,157.82,Knife,Arrested,Closed - Solved,Online Portal,24.8,3,54,No,No,No,Full Coverage,Poorly Lit,4,74.4,Yes
CRM0000152,2023,7,Wednesday,Spring,Morning (6am-12pm),Canada,Urban,1753,Theft,4.4,2,Female,36-45,0,0,1877.27,,At Large,Closed - Unsolved,Anonymous Tip,46.2,3,157,No,No,No,Partial Coverage,Well Lit,3,51.9,No
CRM0000153,2021,10,Friday,Spring,Night (10pm-2am),Egypt,Rural,94,Murder,3.9,1,Female,26-35,0,0,441.56,Knife,At Large,Closed - Unsolved,Emergency Call,23.9,2,27,No,Yes,No,Partial Coverage,Partially Lit,1,70.5,No
CRM0000154,2024,2,Saturday,Spring,Night (10pm-2am),USA,Suburban,335,Fraud,4.2,1,Female,18-25,0,0,57.06,Knife,Under Investigation,Closed - Solved,Online Portal,67.0,2,32,No,Unknown,Unknown,No Coverage,Poorly Lit,3,31.9,Yes
CRM0000155,2024,4,Saturday,Winter,Night (10pm-2am),Germany,Urban,771,Vandalism,4.4,1,Male,56-65,0,0,314.62,Blunt Object,Convicted,Closed - Solved,Online Portal,55.0,3,32,No,No,Yes,Partial Coverage,Poorly Lit,5,43.5,Yes
CRM0000156,2025,9,Wednesday,Spring,Late Night (2am-6am),UK,Rural,137,Burglary,4.7,1,Male,46-55,0,0,120.11,Firearm,At Large,Open - Active,Police Station,24.5,3,23,No,No,Unknown,No Coverage,Partially Lit,1,55.9,No
CRM0000157,2023,7,Thursday,Autumn,Afternoon (12pm-6pm),Egypt,Suburban,358,Theft,2.3,1,Male,,0,0,46.57,,At Large,Open - Active,Online Portal,33.8,4,7,Yes,No,No,Partial Coverage,Well Lit,3,74.0,No
CRM0000158,2024,2,Tuesday,Spring,Night (10pm-2am),Turkey,Suburban,521,Murder,4.4,1,Male,18-25,0,0,200.05,,Under Investigation,Open - Active,Emergency Call,30.3,2,119,No,Unknown,No,Partial Coverage,Partially Lit,2,77.2,No
CRM0000159,2023,9,Sunday,Winter,Afternoon (12pm-6pm),India,Rural,79,Fraud,8.1,4,Male,46-55,4,1,195.2,Unknown,Arrested,Open - Active,Community Report,32.1,3,53,Unknown,No,No,Partial Coverage,Poorly Lit,3,38.7,No
CRM0000160,2021,10,Sunday,Autumn,Evening (6pm-10pm),Pakistan,Urban,1246,Domestic Violence,4.0,1,Female,18-25,0,0,114.59,Knife,Arrested,Open - Active,Police Station,31.9,3,16,No,No,No,Partial Coverage,Partially Lit,2,63.2,No
CRM0000161,2025,5,Saturday,Winter,Evening (6pm-10pm),Pakistan,Rural,99,Sexual Assault,2.1,1,Male,26-35,0,0,289.21,,Unknown,Open - Cold Case,Police Station,21.1,1,23,No,,Yes,Partial Coverage,Partially Lit,1,64.1,No
CRM0000162,2025,2,Friday,Autumn,Morning (6am-12pm),USA,Urban,2208,Assault,5.2,3,Female,36-45,0,0,749.1,Firearm,Acquitted,Closed - Unsolved,Online Portal,44.2,6,89,Unknown,Yes,Yes,Full Coverage,Well Lit,7,63.5,No
CRM0000163,2024,8,Monday,Autumn,Afternoon (12pm-6pm),Pakistan,,51,Drug Offense,8.8,3,Female,26-35,3,0,3280.57,Firearm,Acquitted,Closed - Unsolved,Online Portal,9.5,5,33,Unknown,Yes,No,Full Coverage,Poorly Lit,2,69.4,No
CRM0000164,2022,10,Saturday,Spring,Evening (6pm-10pm),Turkey,Urban,1338,Theft,2.5,1,Female,18-25,0,0,41.06,,At Large,Closed - Unsolved,Emergency Call,47.7,2,8,Yes,,No,No Coverage,Partially Lit,1,61.2,No
CRM0000165,2024,8,Saturday,Winter,Night (10pm-2am),Pakistan,Rural,40,Assault,3.3,1,Female,36-45,0,0,58.83,,Arrested,Pending Trial,Emergency Call,14.8,5,19,No,Yes,No,Full Coverage,Poorly Lit,1,76.7,Yes
CRM0000166,2021,6,Thursday,Winter,Evening (6pm-10pm),India,Urban,4426,Assault,3.1,1,Male,18-25,0,0,103.19,Vehicle,Unknown,Closed - Solved,Community Report,46.9,2,26,Unknown,,No,Partial Coverage,Well Lit,3,47.9,Yes
CRM0000167,2021,3,Friday,Summer,Evening (6pm-10pm),USA,Urban,2157,Sexual Assault,3.9,1,Female,36-45,0,0,53.43,,Arrested,Open - Active,Police Station,72.3,1,21,Yes,Unknown,Yes,No Coverage,Well Lit,5,63.5,No
CRM0000168,2025,3,Thursday,Winter,Evening (6pm-10pm),USA,Rural,153,Assault,7.8,2,Male,Under 18,3,0,7878.06,,Convicted,Closed - Unsolved,Emergency Call,21.3,2,54,Yes,No,No,Partial Coverage,No Lighting,2,63.4,No
CRM0000169,2023,10,Sunday,Spring,Night (10pm-2am),Egypt,Rural,157,Vandalism,5.6,1,Male,46-55,0,0,231.52,Knife,Arrested,Pending Trial,Community Report,29.7,2,28,Yes,,Yes,No Coverage,Partially Lit,1,61.7,Yes
CRM0000170,2023,12,Thursday,Summer,Morning (6am-12pm),Indonesia,Remote,30,Drug Offense,6.6,1,Male,46-55,1,0,682.67,,Arrested,Open - Active,Police Station,26.9,5,8,No,Yes,Yes,Partial Coverage,No Lighting,0,67.8,No
CRM0000171,2023,2,Monday,Spring,Morning (6am-12pm),Pakistan,,731,Vandalism,3.5,1,Male,18-25,0,0,88.09,,Unknown,Closed - Unsolved,Police Station,15.9,4,69,No,No,No,Full Coverage,Partially Lit,3,60.2,No
CRM0000172,2024,7,Monday,Summer,Morning (6am-12pm),UK,,613,Theft,7.0,4,Male,65+,0,0,988.24,Blunt Object,Arrested,Closed - Unsolved,Community Report,44.6,1,8,No,No,No,No Coverage,Partially Lit,2,38.7,No
CRM0000173,2025,1,Wednesday,Summer,Late Night (2am-6am),Canada,Urban,5696,Burglary,4.9,1,Male,18-25,0,0,23.0,,At Large,Open - Cold Case,Emergency Call,35.5,4,24,Yes,No,No,Partial Coverage,Partially Lit,8,45.4,No
CRM0000174,2022,3,Sunday,Spring,Morning (6am-12pm),USA,Rural,42,Vandalism,4.7,2,Male,26-35,1,0,1232.26,Unknown,Under Investigation,Closed - Unsolved,Police Station,18.7,3,25,Yes,No,No,Full Coverage,No Lighting,2,59.0,No
CRM0000175,2024,12,Sunday,Spring,Morning (6am-12pm),Nigeria,Urban,906,Murder,3.0,1,Male,26-35,0,0,345.41,Firearm,Convicted,Closed - Solved,Emergency Call,48.4,2,28,Yes,Yes,No,Full Coverage,Poorly Lit,6,46.8,Yes
CRM0000176,2023,6,Sunday,Summer,Late Night (2am-6am),Pakistan,Urban,744,Assault,3.6,1,Female,26-35,0,0,23.34,Firearm,Unknown,Closed - Solved,Community Report,11.8,3,32,Yes,No,No,Full Coverage,Well Lit,2,62.6,Yes
CRM0000177,2022,11,Tuesday,Summer,Night (10pm-2am),Pakistan,Urban,2077,Murder,6.6,2,Male,46-55,4,0,119.44,Firearm,Arrested,Open - Active,Emergency Call,10.9,4,30,No,Yes,No,Partial Coverage,Well Lit,3,43.6,No
CRM0000178,2024,9,Wednesday,Winter,Late Night (2am-6am),USA,Urban,1980,Theft,5.9,1,Female,36-45,3,0,90.67,Firearm,Arrested,Open - Active,Emergency Call,60.7,3,34,Unknown,No,No,Partial Coverage,Well Lit,6,51.0,No
CRM0000179,2025,9,Thursday,Winter,Morning (6am-12pm),Brazil,Urban,1208,Burglary,6.6,1,Female,18-25,1,0,126.92,Knife,Convicted,Pending Trial,Police Station,19.4,5,27,Unknown,No,Unknown,Full Coverage,Partially Lit,2,45.4,Yes
CRM0000180,2024,3,Friday,Autumn,Evening (6pm-10pm),Pakistan,Suburban,623,Robbery,3.7,1,Female,36-45,5,0,709.38,Knife,Under Investigation,Open - Active,Emergency Call,29.9,3,29,No,No,Yes,Partial Coverage,Partially Lit,4,41.8,No
CRM0000181,2023,7,Tuesday,Spring,Evening (6pm-10pm),Brazil,,391,Vandalism,3.3,1,Female,46-55,3,0,142.06,,Under Investigation,Pending Trial,Anonymous Tip,15.2,3,31,No,Yes,No,Full Coverage,Partially Lit,1,80.8,Yes
CRM0000182,2024,2,Sunday,Spring,Evening (6pm-10pm),Canada,Suburban,322,Cybercrime,2.6,1,Male,18-25,0,0,603.33,,Under Investigation,Open - Cold Case,Emergency Call,24.6,4,19,No,Yes,No,Partial Coverage,Poorly Lit,3,63.7,No
CRM0000183,2023,9,Thursday,Winter,Night (10pm-2am),South Africa,Suburban,343,Fraud,5.6,1,Female,26-35,0,0,1035.66,Firearm,At Large,Closed - Unsolved,Emergency Call,49.2,2,67,No,Yes,No,Partial Coverage,No Lighting,1,42.4,No
CRM0000184,2025,7,Saturday,Autumn,Morning (6am-12pm),South Africa,Urban,5704,Theft,5.2,1,Male,65+,0,1,142.05,Knife,At Large,Open - Cold Case,Police Station,32.2,4,12,Yes,No,Yes,Partial Coverage,Well Lit,4,32.4,No
CRM0000185,2023,2,Thursday,,Night (10pm-2am),UK,Rural,44,Cybercrime,3.4,1,Male,18-25,0,0,230.06,Chemical,Arrested,Open - Active,Emergency Call,6.2,4,11,Unknown,No,Yes,Full Coverage,,0,84.4,No
CRM0000186,2024,7,Tuesday,Winter,Evening (6pm-10pm),India,Rural,133,Assault,4.4,1,Female,26-35,1,0,48.13,Knife,Under Investigation,Open - Cold Case,Emergency Call,31.6,4,10,Yes,No,No,Full Coverage,Well Lit,4,68.5,No
CRM0000187,2023,6,Thursday,Summer,Night (10pm-2am),Germany,Remote,20,Cybercrime,7.3,1,Female,56-65,0,0,7676.55,Knife,Arrested,Closed - Unsolved,Police Station,64.8,1,152,No,No,No,No Coverage,Poorly Lit,0,24.2,No
CRM0000188,2025,2,Thursday,Summer,Evening (6pm-10pm),UK,Rural,62,Cybercrime,6.5,2,Female,26-35,3,0,294.59,,Under Investigation,Closed - Unsolved,Online Portal,40.1,2,7,No,Unknown,No,No Coverage,Poorly Lit,2,43.2,No
CRM0000189,2023,1,Wednesday,Spring,Afternoon (12pm-6pm),UK,Remote,30,Assault,6.1,1,Male,46-55,2,0,600.67,Firearm,Acquitted,Open - Cold Case,Emergency Call,37.2,1,129,Yes,No,No,No Coverage,Partially Lit,3,44.0,No
CRM0000190,2023,12,Tuesday,,Night (10pm-2am),France,Urban,1381,Fraud,3.8,1,Male,26-35,0,0,317.83,Knife,Arrested,Pending Trial,Emergency Call,52.8,3,18,No,No,No,Partial Coverage,Well Lit,3,60.4,Yes
CRM0000191,2021,4,Sunday,Spring,Afternoon (12pm-6pm),South Africa,Urban,9161,Extortion,4.7,1,Female,36-45,0,0,250.75,,At Large,Open - Active,Community Report,95.2,1,22,No,No,Yes,No Coverage,Partially Lit,4,44.5,No
CRM0000192,2021,9,Friday,Winter,Morning (6am-12pm),Pakistan,Urban,2223,Drug Offense,6.6,1,Female,65+,3,2,1162.29,,At Large,Open - Active,Emergency Call,38.3,4,17,No,No,No,Partial Coverage,Well Lit,2,34.8,No
CRM0000193,2021,1,Tuesday,Summer,Night (10pm-2am),Egypt,Remote,27,Robbery,8.0,2,Male,18-25,3,1,1253.41,Blunt Object,Acquitted,Open - Active,Police Station,11.3,2,8,No,Yes,No,Partial Coverage,Poorly Lit,1,47.9,No
CRM0000194,2025,10,Friday,Winter,Morning (6am-12pm),Brazil,Suburban,626,Burglary,4.0,1,Male,26-35,0,0,29.13,Firearm,Acquitted,Closed - Solved,Community Report,11.9,6,17,No,No,No,Full Coverage,Partially Lit,2,45.3,Yes
CRM0000195,2024,6,Friday,Summer,Night (10pm-2am),Indonesia,,48,Cybercrime,7.0,1,Male,18-25,0,0,576.79,Firearm,Under Investigation,Open - Active,Police Station,14.3,4,46,No,No,Unknown,Partial Coverage,Well Lit,2,58.9,No
CRM0000196,2021,2,Thursday,Summer,Morning (6am-12pm),Mexico,Suburban,528,Vandalism,8.6,2,Female,18-25,1,0,440.4,,Arrested,Open - Active,Online Portal,50.9,3,44,Yes,Yes,No,No Coverage,Poorly Lit,4,39.5,No
CRM0000197,2021,3,Wednesday,Winter,Night (10pm-2am),India,Urban,4250,Robbery,7.6,3,Female,56-65,4,0,622.22,Blunt Object,Arrested,Open - Active,Online Portal,128.7,3,22,Yes,No,No,No Coverage,Well Lit,2,32.9,No
CRM0000198,2025,6,Saturday,Spring,Night (10pm-2am),France,Urban,1143,Drug Offense,4.9,4,Female,65+,0,3,125.84,,At Large,Closed - Unsolved,Emergency Call,26.2,1,30,Yes,Yes,No,Partial Coverage,Well Lit,4,38.3,No
CRM0000199,2021,5,Friday,Spring,Late Night (2am-6am),Canada,Urban,1747,Fraud,5.7,1,Male,36-45,0,0,170.29,,Arrested,Open - Active,Online Portal,30.6,3,35,Unknown,No,No,Partial Coverage,Well Lit,2,48.2,No
CRM0000200,2025,5,Wednesday,Summer,Morning (6am-12pm),Turkey,Suburban,370,Fraud,8.6,2,Female,65+,3,1,3227.65,Chemical,Under Investigation,Open - Active,Emergency Call,64.8,3,61,No,No,No,Partial Coverage,Poorly Lit,2,31.7,No
CRM0000201,2024,7,Sunday,Summer,Evening (6pm-10pm),Pakistan,Remote,21,Domestic Violence,2.7,1,Female,26-35,0,0,26.04,Blunt Object,Arrested,Closed - Unsolved,Emergency Call,28.3,1,55,Yes,No,No,No Coverage,Poorly Lit,0,79.6,No
CRM0000202,2021,2,Thursday,Autumn,Night (10pm-2am),Germany,Remote,16,Cybercrime,8.0,3,Male,18-25,2,0,954.08,Blunt Object,Under Investigation,Closed - Unsolved,Community Report,29.1,3,12,No,No,No,No Coverage,Partially Lit,1,32.7,No
CRM0000203,2025,2,Sunday,Summer,Night (10pm-2am),UK,Urban,1319,Theft,7.4,2,Female,36-45,3,0,215.99,Firearm,Arrested,Closed - Solved,Police Station,20.3,3,68,No,Unknown,No,Partial Coverage,Partially Lit,2,52.7,Yes
CRM0000204,2024,9,Saturday,Winter,Morning (6am-12pm),India,Urban,1960,Domestic Violence,6.7,2,Male,46-55,4,0,115.96,Firearm,Arrested,Closed - Unsolved,Emergency Call,50.8,3,34,Yes,No,No,Partial Coverage,Well Lit,4,38.0,No
CRM0000205,2023,4,Saturday,Autumn,Night (10pm-2am),Nigeria,Urban,2620,Kidnapping,9.1,5,Female,26-35,4,0,889.13,Chemical,Arrested,Pending Trial,Police Station,31.6,1,56,No,Unknown,No,No Coverage,Well Lit,2,22.0,Yes
CRM0000206,2021,4,Wednesday,Spring,Late Night (2am-6am),Germany,Rural,137,Assault,8.3,2,Female,56-65,2,1,3735.45,Unknown,Convicted,Pending Trial,Emergency Call,37.8,5,113,No,No,Unknown,Partial Coverage,Poorly Lit,1,45.4,Yes
CRM0000207,2023,3,Tuesday,Spring,Late Night (2am-6am),Australia,Suburban,246,Cybercrime,4.2,1,Male,56-65,1,0,95.99,,Acquitted,Pending Trial,Police Station,29.8,3,3,No,Unknown,Unknown,Partial Coverage,Partially Lit,2,68.5,Yes
CRM0000208,2024,5,Wednesday,Autumn,Afternoon (12pm-6pm),Indonesia,Urban,1374,Extortion,2.8,1,Unknown,46-55,0,0,55.14,Knife,Convicted,Open - Cold Case,Online Portal,14.0,5,7,Yes,No,No,Full Coverage,Partially Lit,3,84.9,No
